date_key,customer_id,channel_name,event_timestamp,session_id,page_url
20251109,CUST0001,Organic,2025-11-09 21:33:00,baa4b71a-dd24-47ac-b78e-edb3693dffbc,/pricing
20251111,CUST0001,Referral,2025-11-11 15:49:00,fbf24050-a748-4bcf-ac61-9e630dde29a6,/pricing
20251112,CUST0001,Organic,2025-11-12 12:32:00,6712303a-0f84-4fef-9931-e9eea56c0941,/
20251113,CUST0001,Organic,2025-11-13 13:09:00,dc96925e-ccf3-4171-96dc-8907ba6c34ab,/pricing
20251114,CUST0001,Referral,2025-11-14 07:38:00,30b187ef-310c-4c00-bfa7-f1041bf90e27,/pricing
20251115,CUST0001,Email,2025-11-15 16:15:00,6c006f61-23e2-4cb4-b2d8-567d894a05e4,/
20251116,CUST0001,Organic,2025-11-16 09:48:00,3ff350bf-766e-4b15-874e-bc192ef91276,/checkout
20251117,CUST0001,Organic,2025-11-17 12:16:00,71710434-134c-4c92-ac5b-227cdfde4fbf,/checkout
20251118,CUST0001,Paid Search,2025-11-18 13:45:00,8ce21ea3-db20-456e-9c81-5fe7ceda8bbb,/pricing
20251119,CUST0001,Organic,2025-11-19 10:15:00,ffd0f9d5-a6f2-47b8-8cf3-5b5819108be5,/products
20251120,CUST0001,Paid Search,2025-11-20 09:45:00,f8102383-03c7-4ba8-9605-e7708a63f881,/
20251121,CUST0001,Paid Search,2025-11-21 22:13:00,d9441fa5-c0e9-4b30-ad26-62e917e011b7,/checkout
20251122,CUST0001,Paid Search,2025-11-22 20:22:00,7c52fa17-680a-407a-aa93-5d623c835dc0,/about
20251123,CUST0001,Organic,2025-11-23 09:28:00,66aa9385-dd59-4a71-b6b8-24817b3a4e3e,/checkout
20251128,CUST0001,Organic,2025-11-28 13:55:00,610461e3-2a25-4888-8f02-bad0e7067ef4,/about
20251129,CUST0001,Paid Search,2025-11-29 19:16:00,43e458fc-63f2-4e24-bc3d-3348008d4127,/about
20251201,CUST0001,Referral,2025-12-01 11:12:00,747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,/pricing
20251202,CUST0001,Referral,2025-12-02 08:03:00,f512c4c3-b253-4218-ac4a-37ea490617f2,/checkout
20251204,CUST0001,Paid Search,2025-12-04 09:54:00,8e46d534-c88a-418e-bed4-057dbb026576,/products
20251205,CUST0001,Paid Search,2025-12-05 14:37:00,27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,/checkout
20251206,CUST0001,Referral,2025-12-06 14:16:00,f7fd5646-37bb-4eec-8bf5-0b52309d258c,/about
20251207,CUST0001,Email,2025-12-07 21:53:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,/checkout
20251208,CUST0001,Social,2025-12-08 07:42:00,0ea2622b-5048-47ba-bf7b-539b0f9aea4b,/checkout
20251209,CUST0001,Social,2025-12-09 22:16:00,80bacd64-7a0e-4fea-958c-a9ba0cd620c2,/
20251210,CUST0001,Email,2025-12-10 11:40:00,284d82e5-87f7-41fb-9a4b-d9caeb5cf467,/pricing
20251211,CUST0001,Social,2025-12-11 08:57:00,14822f53-8201-4c62-b5f5-9b220e8fa8e0,/pricing
20251212,CUST0001,Organic,2025-12-12 20:39:00,98543881-118a-4d29-af92-3996d9f195d0,/products
20251213,CUST0001,Paid Search,2025-12-13 12:56:00,3c365296-dca0-4eec-acda-bacc1165e210,/about
20251215,CUST0001,Organic,2025-12-15 14:17:00,e3e9de99-f10c-418b-9eb0-e38a675dd5af,/products
20251216,CUST0001,Social,2025-12-16 22:14:00,98326856-9434-4a03-bf07-f81491d63f78,/products
20251217,CUST0001,Email,2025-12-17 14:14:00,6b5252e3-14fc-4d54-9e8f-c9650a2c827e,/
20251218,CUST0001,Email,2025-12-18 09:49:00,85d51695-90b2-4633-956b-8c0ca8499b92,/pricing
20251219,CUST0001,Social,2025-12-19 12:37:00,344a54b8-42c1-4a62-af48-e8d550fd9d3f,/pricing
20251221,CUST0001,Organic,2025-12-21 10:24:00,3d1a85dd-506e-4a9a-b758-588dab73295b,/checkout
20251222,CUST0001,Social,2025-12-22 13:23:00,abf3e3fc-2181-4d25-a552-38a643ff5011,/about
20251223,CUST0001,Organic,2025-12-23 10:46:00,50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,/pricing
20251224,CUST0001,Email,2025-12-24 16:35:00,12922f83-ef8c-485b-807a-30f2edd4253b,/products
20251225,CUST0001,Social,2025-12-25 16:25:00,ff9ab5c2-9f04-4aed-b552-332702627f73,/checkout
20251226,CUST0001,Paid Search,2025-12-26 17:29:00,12c136e0-1998-4f15-bf00-2d4d902059e4,/about
20251227,CUST0001,Referral,2025-12-27 11:01:00,43e42caf-8181-48cc-b691-47eb89a2688b,/
20251229,CUST0001,Social,2025-12-29 13:45:00,e1805081-5958-4499-aeea-163e21e8ac68,/about
20251230,CUST0001,Organic,2025-12-30 07:57:00,5e9953d2-3e89-4c64-a117-dac3119c4ea3,/
20251231,CUST0001,Referral,2025-12-31 21:03:00,d5704f32-702c-4d20-a862-18b848f4ef12,/checkout
20260114,CUST0001,Email,2026-01-14 14:53:00,9c96e9ec-4d71-4366-b41b-31438b10550c,/pricing
20260117,CUST0001,Paid Search,2026-01-17 16:15:00,a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,/pricing
20260118,CUST0001,Organic,2026-01-18 07:54:00,d12dbc9a-aaf9-4531-8200-b1f08768a84f,/checkout
20260119,CUST0001,Email,2026-01-19 19:54:00,a9d3d7c7-ee87-405e-8ca4-15ea8dfa6a56,/about
20260120,CUST0001,Paid Search,2026-01-20 21:58:00,2260e70f-e0cc-4dc5-b05d-b76e1a84a51a,/products
20260125,CUST0001,Organic,2026-01-25 21:11:00,1b66b5a9-e3c4-4657-9d8c-bbac43b409ef,/
20260126,CUST0001,Referral,2026-01-26 20:16:00,45b89cd9-27cb-4f2a-8da0-1097be0f051b,/
20260128,CUST0001,Social,2026-01-28 14:41:00,b7b56ea7-35eb-432d-9ad6-20ab48212ddb,/
20260201,CUST0001,Paid Search,2026-02-01 11:15:00,a25d6b29-afff-4fd2-b41e-f40b57c700aa,/products
20260202,CUST0001,Referral,2026-02-02 16:06:00,7d106c60-8162-4cf1-8394-72e6da587e8a,/checkout
20260204,CUST0001,Social,2026-02-04 13:04:00,d89a40c0-e87d-4c78-a7c4-21c740497b71,/checkout
20260206,CUST0001,Referral,2026-02-06 10:50:00,6c6f7633-a260-4723-97a0-df490d01280f,/checkout
20260209,CUST0001,Organic,2026-02-09 17:00:00,00e85ece-0b49-452d-86d4-83f3d450281c,/about
20260210,CUST0001,Social,2026-02-10 21:45:00,a319dcb4-217d-45a0-8568-11cd5563f616,/products
20260213,CUST0001,Referral,2026-02-13 22:29:00,bdc14f1f-295d-4fbf-830f-801dfad409e2,/about
20260215,CUST0001,Paid Search,2026-02-15 09:17:00,6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,/about
20260216,CUST0001,Social,2026-02-16 15:35:00,13432e61-1ca3-4448-8279-b6a68f9797b0,/
20260217,CUST0001,Paid Search,2026-02-17 20:31:00,e767dcea-b0e6-4969-a213-42b0f1eedba3,/checkout
20260220,CUST0001,Referral,2026-02-20 09:18:00,d5a804eb-0939-43de-8bab-ce3b26286bfb,/products
20260221,CUST0001,Organic,2026-02-21 18:30:00,25e97977-8d72-48e2-951f-58d05e84f058,/checkout
20260224,CUST0001,Referral,2026-02-24 15:19:00,4eea04e7-0ab5-4bde-a0a0-45026e068097,/pricing
20260226,CUST0001,Referral,2026-02-26 15:46:00,cbceabde-eede-4b07-a623-a6895d59cd2a,/checkout
20260228,CUST0001,Paid Search,2026-02-28 13:18:00,e61fecc0-0a36-4ce7-9c57-0131f8e1daa7,/products
20260301,CUST0001,Paid Search,2026-03-01 16:30:00,3fe12e47-ae9b-4c36-b5c7-936c5b9962c6,/about
20260304,CUST0001,Paid Search,2026-03-04 22:04:00,c7b5b2bc-5a8a-4eca-9a50-aec3aabc25fa,/checkout
20260305,CUST0001,Paid Search,2026-03-05 16:05:00,6808593f-dfed-4c43-a256-a6dc8f5486b7,/products
20260323,CUST0001,Paid Search,2026-03-23 21:44:00,2790cebd-bfdd-43d9-9ee3-ac2af94d6204,/checkout
20260324,CUST0001,Paid Search,2026-03-24 15:50:00,dd56cc94-3c9a-414c-ae0c-aeb5ecfedb99,/checkout
20260331,CUST0001,Paid Search,2026-03-31 16:38:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,/checkout
20260401,CUST0001,Organic,2026-04-01 16:44:00,0658663a-698c-406f-a1a4-7e102d534dd0,/about
20260403,CUST0001,Paid Search,2026-04-03 08:56:00,550a1b46-ecab-4301-bc8f-7d292dea9493,/about
20260405,CUST0001,Paid Search,2026-04-05 07:48:00,cd5f4822-6966-48aa-ae49-f329c84a7b28,/pricing
20260407,CUST0001,Organic,2026-04-07 21:58:00,cf8d446a-bc2c-4b0d-9d33-4cc7ab7f089a,/pricing
20260409,CUST0001,Social,2026-04-09 08:29:00,c991603f-28c1-4091-844d-610b3f87e362,/
20260410,CUST0001,Social,2026-04-10 19:55:00,df465290-61ee-411a-9bac-27a7b386f7a4,/checkout
20260411,CUST0001,Social,2026-04-11 21:26:00,38f16a81-787f-4425-9bcc-c47709e9db0a,/
20260413,CUST0001,Paid Search,2026-04-13 15:35:00,75d66ed4-eb1f-49f2-910b-d1d033173470,/products
20260414,CUST0001,Organic,2026-04-14 10:01:00,cb9bc326-d20e-4c17-8e20-fd1a598336e3,/checkout
20260416,CUST0001,Paid Search,2026-04-16 20:05:00,060edf5b-3911-4497-ba43-b2badf0f06cb,/products
20260419,CUST0001,Referral,2026-04-19 22:59:00,5408f9ac-6601-4dd0-b170-f437a8f7ef5a,/pricing
20260420,CUST0001,Referral,2026-04-20 22:15:00,f7860b50-11c5-4ef0-9d46-3c09475287aa,/about
20260421,CUST0001,Social,2026-04-21 11:55:00,a43825b5-59e4-4671-8774-bc58c5f8bc16,/
20260422,CUST0001,Email,2026-04-22 22:55:00,fb2ca025-adf4-462d-a651-529e8268690b,/products
20260501,CUST0001,Organic,2026-05-01 17:55:00,f071d879-54c6-4cd8-8945-6f27d7fa2d8d,/
20260504,CUST0001,Referral,2026-05-04 20:55:00,f86c2ca2-e085-46db-9d87-09660710d430,/products
20260505,CUST0001,Organic,2026-05-05 09:15:00,f668a617-94a1-475d-adb6-9edb42deffcc,/pricing
20260507,CUST0001,Paid Search,2026-05-07 10:28:00,1bc044fc-09cb-4942-83f5-9a85fbc9f87a,/products
20260509,CUST0001,Referral,2026-05-09 16:22:00,ba81edd9-587e-4344-af3f-920c98b8e4cc,/pricing
20260510,CUST0001,Organic,2026-05-10 12:10:00,9b3080d5-6fb7-4271-904d-281fc9535b63,/products
20260511,CUST0001,Social,2026-05-11 11:14:00,629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f,/about
20260512,CUST0001,Organic,2026-05-12 21:57:00,41357e8c-30a9-40ad-939b-462de645f129,/pricing
20260513,CUST0001,Organic,2026-05-13 18:37:00,006ed6e3-6fa1-4735-b572-f3d00b5cea6a,/pricing
20260514,CUST0001,Email,2026-05-14 16:12:00,89d7fd6c-ce77-4f00-acf2-7e7685197ff4,/about
20260515,CUST0001,Email,2026-05-15 18:36:00,bdf070aa-f0b5-456b-b82c-9074afd5dea5,/pricing
20260516,CUST0001,Social,2026-05-16 19:17:00,5d3d9e56-3270-44fa-abae-4f43bcae8081,/
20260519,CUST0001,Organic,2026-05-19 22:53:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,/pricing
20260520,CUST0001,Referral,2026-05-20 14:40:00,505cc686-9f87-4ce7-9487-fd4febb7a385,/products
20260528,CUST0001,Organic,2026-05-28 18:46:00,b841d0a0-1fe7-41d6-9917-8793a9d3c2e6,/products
20260530,CUST0001,Referral,2026-05-30 22:51:00,4f2d4796-81d2-47de-8ce1-eb90e6697833,/pricing
20260531,CUST0001,Paid Search,2026-05-31 09:09:00,6703b636-5380-4904-a88c-7015aab97e49,/products
20260605,CUST0001,Referral,2026-06-05 07:16:00,2095eef6-8ded-49fb-8bb0-0f20b27c4026,/checkout
20260610,CUST0001,Paid Search,2026-06-10 07:39:00,f0bbac67-aa38-40a1-aba2-5efe311c6eb6,/checkout
20260612,CUST0001,Organic,2026-06-12 11:02:00,e71e43a6-bf85-4f0e-ad64-b56c610faa3f,/
20260613,CUST0001,Organic,2026-06-13 10:53:00,4d0b0d1a-91b0-41d9-9d92-62af2c8d0e44,/about
20260615,CUST0001,Organic,2026-06-15 13:28:00,001a9a8b-d56f-4350-8c45-9ce267f48ad5,/about
20260617,CUST0001,Organic,2026-06-17 18:03:00,6e0d2648-35ce-4841-8973-2d6c4dcabfb7,/about
20260619,CUST0001,Paid Search,2026-06-19 07:03:00,a79ac9aa-9b4e-4c24-9479-e1e6c9277d9b,/pricing
20260620,CUST0001,Referral,2026-06-20 13:37:00,71316269-7118-4364-b709-7749527eecfa,/products
20260621,CUST0001,Referral,2026-06-21 07:17:00,7922bac2-82dc-4c8e-b6b5-229aacf5e81e,/products
20260624,CUST0001,Social,2026-06-24 11:00:00,cbc84759-f5b7-4cc7-a6b3-c944cb323e35,/pricing
20260625,CUST0001,Email,2026-06-25 12:16:00,15b52908-a8aa-4158-ab70-e525bc67f831,/
20241017,CUST0002,Organic,2024-10-17 07:03:00,a2086977-a9f2-4336-83f4-a9a948a639d0,/about
20241018,CUST0002,Paid Search,2024-10-18 21:04:00,d1843324-17e8-492a-95ce-e5db9e87e04c,/
20241020,CUST0002,Organic,2024-10-20 13:27:00,ac3c5640-3c20-492f-804a-96c4f3b63fe1,/about
20241021,CUST0002,Referral,2024-10-21 19:26:00,32fa2de8-ce7a-47f6-b982-0cff4f77a665,/
20241022,CUST0002,Paid Search,2024-10-22 22:04:00,3eae0032-0bd4-4990-8640-be0f25b8fd4b,/
20241023,CUST0002,Paid Search,2024-10-23 18:51:00,d98868dd-9c7c-4377-b9a2-8903fbe33b24,/products
20241027,CUST0002,Email,2024-10-27 20:55:00,6a18ce4c-7496-4764-92a4-def0c4bbb7a9,/
20241029,CUST0002,Organic,2024-10-29 13:09:00,31c681ec-935f-4b0a-a138-4ddce2d9de5d,/about
20241104,CUST0002,Organic,2024-11-04 07:38:00,7e8f8095-624c-49b6-b244-45a7b7e58481,/pricing
20241105,CUST0002,Email,2024-11-05 07:11:00,a7f36ae9-25c7-4c44-be75-c3b4664fa663,/products
20241106,CUST0002,Paid Search,2024-11-06 07:05:00,c03f3538-e485-4aa1-816b-6287b00805cc,/checkout
20241107,CUST0002,Paid Search,2024-11-07 21:42:00,1b494e15-e2ad-4909-8521-bf2ddc45d539,/about
